label	review
neg	"the general's daughter will probably be the cleverest stupid film we'll see this year -- or perhaps the stupidest clever film . 
it's confusing to a critic when so much knuckleheaded plotting and ostentatious direction shares the screen with so much snappy dialogue and crisp character interaction . 
that , however , is what happens when legendary screenwriter william goldman takes a pass at an otherwise brutally predictable conspiracy thriller . 
the punched-up punch lines are ever on the verge of convincing you the general's daughter has a brain in its head , even as the remaining 75% of the narrative punches you in the face with its lack of common sense . 
our hero is warrant officer paul brenner , a brash investigator for the u . s . army's criminal investigation division . 
his latest case is the murder of captain elisabeth campbell ( leslie stefanson ) at a georgia base , the victim found tied to the ground after an apparent sexual assault and strangulation . 
complicating the case is the fact that capt . campbell is the daughter of general joe campbell ( james cromwell ) , a war hero and potential vice-presidential nominee . 
general campbell wants to keep the case out of the press , which gives brenner only the 36 hours before the fbi steps in . 
teamed with rape investigator sarah sunhill ( madeleine stowe ) -- who , coincidentally enough , once had a romantic relationship with brenner -- brenner begins uncovering dark secrets from the late captain's past that make the case ever more sordid . 
if only the sordidness were the worst of the general's daughter's problems . 
scenes of sexual degredation do linger much longer than necessary , their negligible dramatic value overwhelmed by filtered-light sleaze . 
director simon west likely thinks he's covered himself by juxtaposing these images of violence with sweet flowers , but all he does is prove himself dependent on visual cliches , which is the film's fatal flaw . 
it's a trend he continues for two hours , taking the story's few virtues and slapping a coat of moron-proof obviousness over them . 
characters who may ( wink wink ) turn out to be villains are photographed in ominous shadow ; cutaway inserts of the captain campbell's still-living face after the corpse is uncovered insure against five-minute attention spans . 
west just can't help himself from overdirecting every minute of the general's daughter . 
he even turns a scene of footage shown on cnn into an excuse for slow-fade edits . 
bubbling up from this overcooked stew are enough tasty lines to distract you from its smell . 
the slickest scene finds brenner squaring off with captain campbell's mentor , a psychological warfare expert named moore ( james woods ) . 
there's something invigorating about watching two smart actors playing smart characters firing honesty at one another . 
indeed , travolta gets to sink his teeth into dozens of choice lines based on his delight at provoking authority figures ( to the local sheriff of the georgia county : "" shouldn't you be out night-sticking the colored folk ? "" ) . 
even the lame device of brenner and sunhill's sexual history provides a few winning zingers . 
goldman's dialogue can serve up a bigger laugh than you'll find in most so-called comedies . 
dialogue , unfortunately , just isn't enough to make a quality script . 
it's difficult to take a movie about a criminal investigation seriously when the investigators are both too stupid to solve it sooner ( an idiotic inability to recognize the nature of the crime scene ) and too lucky for it to last any longer ( not one but two occasions where brenner catches a vital piece of evidence out of the corner of his eye ) . 
by the time the general's daughter wanders towards its over-wrought , psycho-in-the-rain finale , west's heavy hand has obliterated most of what made the film occasionally fun . 
it's silly and pretentious film-making , but at least it provides a giggle or five . 
goldman should tear the 15 decent pages out of this script and turn them into a stand-up routine . 
"
neg	"are you like me ? 
do you get annoyed seeing people talk on their cellulars in public places , shouting out loud , not giving a ratt's ass about anyone around them , and basically just wallowing in their own self-importance ? 
well if you are , than you will most likely agree with my rating of this film since it basically features a trio of annoying ladies bickering away on the phone for an hour and a half . . . only to make up and hug in the end . 
aaaaaaaahhhh . . . 
plot : three grown-up sisters living their own separate lives , begin to re-establish their communication lines when their dear old dad falls ill . 
critique : this would be a good movie if it wasn't for the fact that it's got very little to say , features uncaring people sharing annoying phone conversations , is chockfull of bad acting moments and provides less emotional satisfaction than any third-rate after-school special . 
and i'm being nice ! 
how junk like this gets made is beyond me , but happy am i that the ephron sisters will finally be dealt a professional blow , considering the regurgitation level of their material had just about reached its limit . 
the only true emotional moment demonstrated between meg ryan's character and her dad in this film is when he hugs her and swings her around at a christmas tree lot . 
wow . . . how 
deep . 
of course , the same christmas tune that's played in every ephron flick chimes out in the background , while characters continue to build "" bonds "" among one another by making reference to old , quaint movies or movie stars . 
stop me . . . i'm 
gonna cry again ! 
this film is a mess . 
the characters are boring and irritating to watch , the plot has something to do with three selfish sisters talking on the phone a whole lot , kind of liking their father ( but not really ) and then finally realizing the error of their ways , while sharing an "" emotional "" moment about movie stars from the 50s . 
admittedly , i was not expecting much from a film whose television trailer features meg ryan screaming every two seconds and a big dog rolling its eyes , but even i was surprised at the level of ineptitude when it came to some of the acting efforts put forth in this film . 
meg did fine as the sister who cries a lot , looking as adorable as ever , but someone please put lisa kudrow inside a permanent home of limited range , cause this woman basically is that very same character that she plays in every single movie/tv show that she's in . 
enough already ! 
and diane keaton must've spent more time thinking about her role behind the camera in this one , cause her acting was amateurish at best . 
neither one convinced in "" emotional "" scenes . 
granted , they gave walter matthau the best lines in the film and that's probably where my rating of three points comes from . 
all in all , this movie is not funny ( unless you're one to chuckle at train wrecks ) , provides zero drama ( unless you consider loud phone conversations moving ) , generates absolutely no emotion ( although i did tear up when meg hugged a coffee machine ) and ends on a perfectly pretentious note ( "" oh no , please don't get any flour on my donna karan dress ! ) . 
ugh . 
i suggest that all ladies take their husbands/boyfriends to see this movie if they are pissed off at them about something ! 
that'll teach 'em to mess with you ! 
oh and incidentally , mrs . joblo also likened this movie to a piece of cow dung flailing in the wind , so there ! 
then again . . . maybe 
you'll like it . 
 : ) 
"
neg	"phil ( radmar jao ) has a hairy problem . 
his beard is growing so rapidly that he has to shave every hour . 
he recently met the author of a non-fiction book on lycanthropy , also referred to in the movie as werewolfism , and phil now believes that his problem is that he has become a werewolf . 
using enough chains and handcuffs to be a hit at a sadomasochists convention , he ties himself in at night lest his urges overcome him . 
and phil is just one of the many quirky characters that inhabit shopping for fangs . 
made on a pittance , the film features an almost exclusively asian-american cast . 
as directed by quentin lee and justin lin , the movie is so amateurishly bad that it could almost be a parody of indie films . 
jeanne chin plays katherine , a meek and soft-spoken wife , who worries that her husband is unhappy with her because she is not giving him enough sex . 
we know this through the endless scenes of her confessing her sins , real and imagined , to her therapist . 
as her husband , jim , clint jung plays a muscle man with a macho crudeness . 
the picture is filled with stereotypes . 
there's a mysterious , loud-mouthed waitress with a big , platinum blonde wig who brags to everyone she meets that she's a lesbian . 
she spends most of the movie putting the moves on her favorite customer , a gay guy . 
and the lone white with a major role , the author on werewolfism , has wildly unkempt , orangey blonde , curly hair . 
from its opening scene of an attempted rape at knifepoint to its easy to guess ending twist , the script rarely has anything to offer . 
the story is so minimally developed that it feels almost like the actors were ad-libbing . 
one can only hope that the directors' next film will have some substance and some credible acting . 
shopping for fangs runs 1 : 30 . 
it is rated r for sex , violence , and profanity and would be fine for older teenagers . 
"
pos	"this has been an extraordinary year for australian films . 
 "" shine "" has just scooped the pool at the australian film institute awards , picking up best film , best actor , best director etc . to that we can add the gritty "" life "" ( the anguish , courage and friendship of a group of male prisoners in the hiv-positive section of a jail ) and "" love and other catastrophes "" ( a low budget gem about straight and gay love on and near a university campus ) . 
i can't recall a year in which such a rich and varied celluloid library was unleashed from australia . 
 "" shine "" was one bookend . 
stand by for the other one : "" dead heart "" . 
>from the opening credits the theme of division is established . 
the cast credits have clear and distinct lines separating their first and last names . 
bryan | brown . 
in a desert settlement , hundreds of kilometres from the nearest town , there is an uneasy calm between the local aboriginals and the handful of white settlers who live nearby . 
the local police officer has the task of enforcing "" white man's justice "" to the aboriginals . 
these are people with a proud 40 , 000 year heritage behind them . 
naturally , this includes their own system of justice ; key to which is "" payback "" . 
an eye for an eye . 
revenge . 
usually extracted by the spearing through of the recipient's thigh . 
brown , as the officer , manages quite well to keep the balance . 
he admits that he has to 'bend the rules' a bit , including actively encouraging at least one brutal "" payback "" . 
 ( be warned that this scene , near the start , is not for the squeamish ) . 
the local priest - an aboriginal , but in the "" white fellas "" church - has a foot on either side of the line . 
he is , figuratively and literally , in both camps . 
ernie dingo brings a great deal of understanding to this role as the man in the middle . 
he is part churchman and part politician . 
however the tension , like the heat , flies and dust , is always there . 
whilst her husband - the local teacher - is in church , white lady kate ( milliken ) and her aborginal friend tony , ( pedersen ) have gone off into the hills . 
he takes her to a sacred site , even today strictly men-only . 
she appears to not know this . 
tony tells her that this is a special place , an initiation place . 
he then makes love to her , surrounded by ancient rock art . 
the community finds out about this sacrilegious act and it's payback time . 
the fuse is lit and the brittle inter-racial peace is shattered . 
everyone is affected in the fall out . 
to say more is to give away the details of this finely crafted film . 
suffice to say it's a rewarding experience . 
bryan brown , acting and co-producing , is the pivotal character . 
his officer is real , human and therefore flawed . 
brown comments that he expects audiences to feel warmth towards the man , then suddenly feel angry about him . 
it wasn't long ago that i visited central australia - ayers rock ( uluru ) and alice springs - for the first time . 
the wide-screen cinematography shows the dead heart of australia in a way that captures it's vicious beauty , but never deteriorates into a moving slide show , in which the gorgeous background dominates those pesky actors in the foreground . 
the cultural clash has provided the thesis for many a film ; from the western to the birdcage . 
at least three excellent australian films have covered the aboriginal people and the line between them and we anglo-saxon 'invaders' : "" jedda "" , "" the chant of jimmie blacksmith "" and "" the last wave "" . 
in a year when the race 'debate' has reared up in australia , it is nourishing to see such an intelligent , non-judgemental film as "" dead heart "" . 
the aboriginal priest best sums this up . 
he is asked to say if he is a "" black fella or white fella "" . 
"
pos	"according to hollywood movies made in last few decades , life in small town is one of the worst things that could happen to a human being . 
even worse fate awaits those who were unfortunate to grow up in those dark , god-forsaken places and later forced to live forever traumatised by the experience . 
on the other hand , it seems that something more than atlantic ocean divides europe from america , because one of the most popular and beloved european films takes exactly the opposite view . 
this film is amarcord , 1974 comedy by famous italian director federico fellini , which later gave inspiration to numerous imitations and homages , and even led few american screen artists to adopt its heretical views about benefits of small town life . 
the film is based on the screenplay by fellini and tonino guerra and it lacks the plot in usual sense . 
instead we follow one year in 1930s italian summer resort town of rimini through the series of short vignettes that depict various local events and customs , as well as series of local , often very colourful characters . 
although many of those characters occasionally take the role of narrator , movie concentrates on its nominal protagonist , 14-year old boy titta ( played by bruno zanin ) and chronicles his sexual frustrations , obsession with local beauty queen named gradisca ( played by magali noel ) , problems in his lovingly dysfunctional family , as well as troubles his father ( played by armando brancia ) have with mussolini's fascist regime . 
amarcord was often noted as the ultimate nostalgia film , and it probably explains why it is very popular , even among those people who actually don't like federico fellini's work very much . 
every member of its potential audience would find part of himself or herself in this film , because fellini in this film clearly illustrates natural human desire to paint past in the best way possible . 
distortion between actual past and its subjective interpretation could be found even in the title of the film - word "" amarcord "" is nothing more than badly pronounced phrase "" i remember "" in local italian dialect . 
in the same way the word is distorted , so is the past in memories of those who remember it . 
after the premiere , fellini rejected any claims about autobiographical character of this film , but it doesn't matter whether rimini of amarcord actually resembles rimini of fellini's childhood or not ; any place and any time could resemble characters and situations of this film . 
fellini's views on nostalgia are clearly illustrated with a way he mixes reality and fantasy in this film . 
even the most naturalistic scenes are laced with dark humour and grotesque images . 
characters look like caricatures , actors playing them often deliberately overact , and women , especially those who fuel titta's sexual fantasies , often have certain body parts with gargantuan proportions . 
every now and then , scenes that depict 1930s reality gradually slide into fantasies of movie's characters and rimini becomes almost indistinguishable from the magical place in characters' visions . 
because of that , almost everything in this film looks different , and in most cases better , than it would have looked in the real life . 
even the fascism gets fellinian make-over - fellini views mussolini's totalitarian regime as nothing more than visual spectacle ( explaining why similar regimes enjoyed such popular support throughout history ) and opportunity for comedy . 
when fascists finally show their true colours and begin torturing their opponents , even this becomes opportunity for scenes of macabre humour . 
unlike many of his italian colleagues in 1970s , who had used 1930s period setting to explicitly condemn fascism and serve fashionable political agenda , fellini doesn't care that much about politics . 
lack of self-righteous moral perspective is compensated with fellini's humanistic approach to his characters . 
each of them , regardless of age , gender , social class or physical appearance , is given opportunity to express his or her views , dreams and fears . 
fellini treats all those characters with warmth and affection , even when he paints them as grotesque caricatures of real people . 
because of this warmth and democratic spirit , amarcord could be viewed as one of the most humane films of 20th century , and it keeps its general feel good atmosphere despite depicting having many uncomfortable , melancholic and even tragic moments . 
fellini couldn't produce such effects without using his own directorial talent that gave a very personal touch to this movie . 
vignettes aren't memorable because of the characters only ; fellini uses camera , painting film in bright colours , especially in the scenes that depict character's fantasies . 
fellini also knows how to use locations , whether such location happens to be luxurious hotel , bright-coloured beach or rural countryside . 
even the down-to-earth streets of rimini , where everyone knows everyone , gets magical dimension during the snowfall . 
on the other hand , lack of credible special effects somewhat diminished the same effect during the ocean liner scene . 
this atmosphere is also provided by incredible talent of composer and fellini's long-time associate nino rota . 
his amarcord theme is probably one of the most recognisable , most popular and most relaxing and uplifting pieces of film music ever produced . 
that music alone should be the reason to view amarcord as one of the indisputable classics of seventh art . 
"
pos	"with stars like sigourney weaver ( "" alien "" trilogy ) and academy award winner holly hunter ( the piano , raising arizona , etc . ) together in a single hollywood production , one would immediately identify the film as a potential academy award hot shot . 
sadly for copycat , though tightly scripted and nicely plot , is still at heart , a typical hollywood thriller . 
helen ( weaver ) , after a traumatic near death encounter with a serial killer , darryl ( harry connick jr . ) , has developed a phobia for being outdoors , so to speak . 
incidentally , helen is also an expert on the subject of serial killers , which make her a juicy target for serial killer wannabes . 
a year has passed and strange deaths begin to terrorise the city of san francisco . 
detective monahan ( hunter ) and getz ( mulroney ) , baffled by the unorthodox methods of killing used by the killer , seeks the professional help of helen , who , as expected was reluctant at first . 
copycat "" borrows "" a lot from silence of the lambs and in most cases , it did work . 
but copycat tries to be a little bit more by immersing the audience into the lives of its main characters to give them more believability , this was rather unnecessary as the scenes seem to disrupt the mood of the entire film and also . . . 
much of the time wasted could've been used to build up the suspense and injected with drama . 
even so , weaver and hunter act very well in their own departments . . . 
weaver being the vulnerable yet strong-within character ( as in aliens ) and hunter being the short , tough , texan speaking cop ( as in raising arizona ) . 
harry connick jr . , a very good jazz singer , shines as the imprisoned serial killer a la hannibal lecter . 
which comes to the moment of judgement ( drum roll please . . . ) . 
copycat is a good thriller . 
although the plot is highly predictable and one can actually predict the rest of the movie after about 45 minutes into the show , copycat survives from the moments of anticipation where the audience are held on to their seats , in anticipation of the killers next immediate move . 
this worked pretty well and will offer audiences a couple of unexpected jolts . 
nice movie to bring your girlfriend to . . . . 
"
pos	"i remember hearing about this film when it first appeared at cannes over a year ago , picking up the grand jury prize at the festival . 
'holocaust comedy receives standing ovation' , the headlines read . 
intrigued by this statement , i looked up information on the film and found that , sure enough , life is beautiful is in fact a comedy about the greatest atrocity of the last thousand years . 
even though the movie was extremely well-received by critics and public alike , i couldn't help but be disgusted at this notion ; human tragedy is not something i feel should be celebrated . 
only now do i see the error of my ways . 
after finally viewing the film for myself after avoiding it for some time , it became clear that it is not , as the headlines proclaimed , a "" holocaust comedy "" ; on the contrary , life is beautiful does not even really depict the graphic events that took place in nazi deathcamps . 
rather , it focuses on the relationship between a father and his son , who he is trying desperately to shield from the horrors of their situation . 
roberto benigni ( who also wrote and directed the movie ) stars as guido orefice , a chaplin-inspired clown and all round jolly guy who , as the film opens , is vying for the affections of an attractive school teacher ( nicoletta braschi , benigni real life spouse ) . 
through the course of the first hour or so , we see guido striving to get the attention of this "" beautiful princess "" , as he calls her . 
employing the magic of laughter , the italian comedian wins her heart and together , they raise a young boy named giosue ( child actor giorgio cantarini ) . 
life treats them well until hitler's minions rise to power , and the family is whisked away to a german camp , where guido becomes convinced that he must upholds his son's innocence no matter what the sacrifice . 
granted , it contains some uproariously funny moments both in and out of the concentration camp , but it does not pull a "" hogan's heros "" and make light of the slaughtering of some six million innocent jews . 
somehow , it achieves hilarity without disrespecting it's gravely serious subject . 
so , we've established that life is beautiful is not a "" holocaust comedy "" . 
but , there is another complete misrepresentation of this material that really disturbs me . 
the film , despite critic's declarations of it being a "" triumph of the human spirit "" , is no such thing ; not in my eyes , anyway . 
some have called the story an "" affirmation of the beauty of life "" , but i say it is a very dark and bleak statement about man's capability of denial masquerading as an endearing comedy . 
the film's ending has been recognized as the most entirely uplifting moment of any film released recently , but i found it to be truly discerning and upsetting . 
essentially , life is beautiful is quite possibly the greatest hoax in the history of film . 
however , i am not denying the movie's greatness . 
believe me , it's fantastic . 
i'm just saying that i think benigni did something different than what most people are interpreting it as . 
but perhaps i'm reading more into the movie than is really there . 
maybe the film's brilliance relies on the idea that the viewer can interpret the meaning of it in any way they see fit . 
in fact , maybe roberto benigni has made a film that is the sole argument for the old saying that you get out of a movie exactly what you put into it . 
"
pos	"garry shandling makes his long overdue starring film debut as an alien from a planet populated only by genetically created men , who are looking to take over the earth by propagating their own species there . 
shandling is chosen for the mission , is given the name harold anderson , and is set up as a banker in seattle . 
after a few disastrous "" mating "" attempts , he figures his best bet will be susan ( annette bening ) , a former alcoholic who eventually tells harold that she won't have sex again until she gets married . 
the leader of harold's planet ( ben kingsley ) tells him to marry her , and harold is soon exposed to all the "" joys "" of married life . 
despite its title and premise which seem to imply that this is some jerry lewis vehicle from the late 1960s , what planet are you from ? 
is a very funny movie . 
the plot ( which the film wisely doesn't linger on the specifics of for too long ) is of course nothing more than framework for the jokes , most of which work very well . 
the material may be considered crude and tasteless by many , and i might have thought so as well had shandling not been the lead . 
but he brings a sort of pathetic charm to the role , and it's his performance that makes the film truly funny instead of just offensive . 
plus if you think about it , what planet are you from ? 
could have very easily gone the gross-out route ( considering that shandling's character is given a detachable penis that vibrates and hums when he gets excited ) . 
we never see anything though , it's all implied , which gives the film a touch of class amidst its crudeness . 
i'm glad to see that someone in hollywood still understands the concept of "" less is more "" . 
the talented supporting cast certainly adds to one's enjoyment of this film . 
annette bening ( oddly playing a merged version of her real estate salesman character from american beauty and her ditzy spiritualist character from mars attacks ! ) 
does a fine job keeping up with shandling and makes a good catalyst for his brand of humor . 
she even manages to pull off a potentially disastrous scene where she has to perform a rather goofy rendition of "" high hopes "" for a lengthy period of time . 
ben kingsley , john goodman and greg kinnear all fare well in their performances as well , and linda fiorentino . . . 
good lord , there should be some sort of law stating that no woman can be that sexy . 
everything about her character in this film oozes raw sexuality . 
what planet are you from ? 
is available on dvd from columbia tristar home video . 
the disc gives you the choice of either watching the film full frame or in its original theatrical aspect ratio of 1 . 85 : 1 ( and enhanced for 16x9 televisions . 
also included on the disc as extras : a decent making-of featurette , an isolated score track , talent files for the cast and crew , and the film's original theatrical trailer ( as well as trailers for wolf , men in black , bugsy and as good as it gets ) . 
when i first saw that the disc featured an isolated score track , i actually laughed . 
how great could the music for a silly little comedy be for it to get it's own isolated track ? 
well as it turns out , it's a mighty fine score from carter burwell ( fargo , the hudsucker proxy ) that i enjoyed listening to again while i typed up this review . 
kudos to columbia tristar for adding that feature to the disc . 
what planet are your from ? 
was unjustly ignored in theaters , and i hope it finds its deserved audience on home video . 
this fine dvd is certainly a great way to see it . 
[r] 
"
pos	"robert benton has assembled a stellar , mature cast for his latest feature , twilight , a film noir mystery set amid the fading stars of hollywood . 
paul newman stars as retired detective harry ross . 
harry has spent the last couple of years doing odd jobs for jack and catherine ames ( gene hackman and susan sarandon ) , a pair of married actors who have fallen from the limelight . 
when jack sends him on a routine delivery job , however , the old instincts kick in . 
soon , harry is wading through a mystery where friendships and lives are on the line , and he no longer knows who to trust . 
there are plenty of familiar faces throughout twilight , in addition to newman , hackman and sarandon . 
james garner plays raymond hope , a former cop and one of harry's best friends . 
stockard channing plays verna , harry's former partner , and possibly a former love interest . 
reese witherspoon is mel , the distrustful daughter of the ames' , and liev schrieber is her scuzzy boyfriend . 
giancarlo esposito appears as harry's bumbling detective protigi , and john spencer is a suspicious police captain . 
with a cast like that , it's almost worth watching twilight just to stargaze . 
luckily , there's more to the film than some sort of actor's recognition ceremony . 
twilight has a solid film noir-ish plot . 
it may not have as many twists and turns as some of the classics , but it has much more than a lot of what passes for film these days . 
the major cast members all deliver strong performances , as can be expected of their caliber . 
however , none of them have that little extra oomph which would make them memorable . 
the supporting cast is enjoyable , if a little underdrawn . 
stockard channing's character , in particular , is a cipher . 
there's more to her character than the film takes the time to describe . 
it's a minor , but irritating , flaw . 
with a solid cast , and a good plot , there's a lot to recommend about twilight . 
it's biggest flaw is actually its short running time . 
at a slim 94 minutes , there's a lot of stuff that's packed into an awfully small package . 
still , the chance to see newman , sarandon and hackman working together is worth a cramp or two . 
"
pos	"seen august 8 , 1998 at 6 p . m . at rotterdam square cinemas ( rotterdam , ny ) , theater #6 , by myself for free using my sony/loews critic's pass . 
[theater rating : * * * : good seats , sound , and picture] 
war is a topic that can't help but be glorified any way it is portrayed by the media . 
movies , documentaries , and even history books have a way of making the darker side of humanity exciting since the most general aspects are focused on , such as strategy , politics , and victory . 
it's easy to forget war , in its most basic form , is a battle of armies out to slaughter each other . 
forgotten more easily is the fact that each soldier , no matter what his rank or importance , is a real flesh-and-blood person and not just a number . 
 "" saving private ryan "" is one of the few films that dares play up this aspect , especially in its unapologetic , realistic delivery . 
it proves there's a huge difference between battling and killing . 
the film opens with one of the most graphic , disturbing scenes in recent memory . 
it's world war ii , d-day to be exact , and the u . s . military is invading omaha beach where the nazis are more than ready for them . 
spielberg uses many techniques to create for a total sense of reality . 
instead of positioned cameras , the footage here seems to have been shot by camera operators running alongside soldiers as if they were just as scared . 
there is no sense of stability , but of constant , anxious , and confusing motion , giving us the feeling of being in the middle of the battle , and just a vulnerable as the poor troops . 
 "" poor "" is a proper word to describe how pathetic and yet innocent the men fighting are . 
there is little to no dialogue throughout the loud battle and no prologue to define any characters . 
we don't get the feeling these are handsome actors playing heroic roles , but that these are men about to kill and be killed for reasons beyond their understanding . 
the nazis are not portrayed as enemies to be hated , but as people that must be destroyed because they're there . 
in the movies , the good guys can run through a firestorm of bullets and bombs and not get a scratch , but in reality that wouldn't happen . 
the men have nothing to shield or protect them besides some metal flanks and dead bodies . 
they are sitting ducks and we realize this through the perspective of the well-secured germans who can actually see who , what , and where they're shooting , unlike the americans who must fire in a general direction to avoid getting their heads blown off . 
perhaps the film is flawed by not providing any backstory on the war itself and who the men really are , but that seems to be part of the theme . 
the film seems to rely on the audience's sense of patriotism , that the american military is "" right "" and good and that the nazis are "" inherently evil . "" 
the battle scene eventually focuses on a group of men who have miraculously survived and made their way close to the enemy stronghold ( a whole 50-foot progression ) , and begin to inflict some damage . 
i have to admit that once the first glimpse of victory over the nazis sprang up , i couldn't help but feel some sense of joy and relief . 
to triumph against all odds is a cliche to be sure , but there's nothing cliche about the graphic , detailed , atmosphere here because it really happened . 
one of the most surprising aspects of the film is how little story construction there is , and yet the events that take place make sense and are interesting . 
the plot is practically irrelevant since the film is more concerned with the reality of the war and the soldiers we meet . 
tom hanks stars as captain miller , a relatively average man who happens to be the leader of a platoon . 
he's never obsessive or any such generic , cartoonish characteristic that might dominate a character like this . 
he doesn't want to be there any more than his men , but when he is given a mission he intends to carry it out . 
the mission the film is concerned with is , as the title states , saving private ryan . 
through a series of command started by an ordinary clerical worker , it is brought to a general's attention that three brothers from iowa have been killed in action and their mother will receive notices of each's death simultaneously . 
when they learn a fourth brother is stationed somewhere in europe , they make it a top priority to have him returned safely to his mother . 
it's easy to sympathize with this situation , after all , no one should have to lose all their children at once . 
but finding one man in this war is , as miller puts it , "" like trying to find a needle in a stack of needles . "" 
the saving of private ryan isn't just a dramatic device , but a thematic one . 
his salvation represents the sense of innocence the country , the world even , was trying to convince itself it still had . 
when miller's company hears of the mission , they scoff at the idea assuming he is dead , but miller isn't so quick to shrug it off . 
he knows the only thing that can really save soldiers from death is hope , and now he has the opportunity to make someone's sense of hope a reality . 
the mission to find ryan gives miller's group a destination , but not direction . 
along the way many things happen to them , both good and bad . 
a few battles are fought , not to be major accomplishments for the war , but because they encounter german soldiers and have no other choice . 
the act of killing itself becomes one of the film's major philosophical metaphors . 
the soldiers don't mind killing other soldiers in blind battle , but when they come across a lone survivor who begs them to let him go , they can barely stop themselves from killing him in cold blood as some kind of vengeance for their losses . 
unfortunately , death is a fact of war , and most films try to avoid it when it comes to the main characters , but here spielberg doesn't want us to think these men are invincible . 
in fact , only a small amount of color and personality is sketched into each man , and the performances are good enough to make this method work . 
although the characters are somewhat typical , the actors maintain control over the material at all time . 
whether they're arguing with each other , telling stories of back home , or fighting the germans , they never go overboard and always seem believable . 
sure , there's a zinger here and there , but war doesn't change the fact boys will be boys . 
if and when one dies we too can feel the loss , even though we hardly knew them . 
the final act brings the story full circle with another tremendous , violent battle sequence . 
private ryan has been found , but facing four to one odds , can the americans defeat the germans and keep ryan alive ? 
that's not a premise for thrills , it's symbolic of everything the film has worked for . 
it would be wrong to say the film has either a happy or sad ending , it ends the way it must end . 
i remember reading a "" calvin & hobbes "" comic strip where calvin asked his dad something like , "" dad , how do armies of men killing each other solve problems ? "" 
 "" saving private ryan "" is the adult version of that question . 
"
pos	"'contact' shows why jodie foster is one of our best actresses . 
see contact with your family . 
it is a movie for all ages . 
--a review by stuart cracraft 
contact starring : jodie foster , matthew mcconaughey , john hurt director : robert zemeckis star 
after a predictable mit phillip morrison powers-of-10 zoom-out start ( which can be surprising to those not familiar with prof . morrison's work ) , contact picks up steam , gradually , building , by-the-end , an irresistable juggernaut and a very good movie that does not as is so often the case fall out-of-balance in terms of too much pandering to the technological "" geek "" side . 
by the end , the audience is left with what good science fiction is supposed to do : evoke a sense of wonder about the universe and evoke questions in your mind about what's out there . 
this movie does not let technology overshadow characterization and in this sense it is unusual amongst high-tech movies . 
however , except for jodie foster ( elie arroway ) and john hurt ( s . r . 
hadden ) , who are both actors of exceptional caliber , the supporting cast are not especially impressive . 
hurt certainly has had better roles ( stephen ward in scandal ) . 
this one , as the multi-billionare hadden , does not do his acting skills justice . 
this is clearly a foster movie by one of the great hollywood lights of our generation . 
foster's radiance has never been more strong than in the scene where she finally meets the vegans on their terms . 
early scenes take a long , long time to build up to this . 
the movie's pacing is very good and subtle . 
the panoramas of the radio dishes at arecibo and ceti in new mexico and puerto rico are beautiful . 
the politics of foster's character attempting to obtain funding for research at these places are trite and predictable however . 
one of the most entertaining , but very short scenes , is when foster is confronted by rob lowe , during a cabinet-level presidential meeting to discuss the alien invitation . 
there were real sparks in this scene between foster and lowe and it would behoove them to consider other vehicles in which this dynamism could be explored . 
it is the only scene in the movie in which there were tremendous dynamics between two characters . 
everything else was very one-sided ( e . g . 
foster ) . 
lowe can stand up to foster and it showed in that scene at the cabinet table . 
the core scene of the movie is set on a surrealistic beach on a far-away world in the starsystem of vega . 
it feels a lot like science fiction writer john varley's scenes in his book steel beach , where the female protagonists encounters an immensely superior intelligence , in one case a computer manufactured by mankind itself , and in foster's case , an illusion drawn from her memory . 
in another sense , this immensely moving scene evokes gene roddenberry's star trek pilot the cage , later the menagerie , when jeffrey hunter and susan oliver have their memories manipulated to create new worlds in which they live and encounter aliens . 
the concept is not new , by any sense , in the world of science fiction . 
but the beach scene , which is the centerpiece of the film , as is the whole film , is driven by foster . 
freed from her needs to direct by director zemecki , foster is able to let it all hang out in the characterization and the lead she provides to her supporting cast . 
as the movie gains speed , foster's acting intensifies and the audience really does experience it with her . 
it is certainly oscar-caliber acting , unquestionably . 
the supporting cast does well and zemeckis throws in some humor with some president clinton cameos , cleverly manipulated , george stephanopolus-style , to seem very forrest gump . 
in fact , zemeckis et . 
al . 
got in trouble for the usage of some of the footage seen in the movie , vis a vis clinton . 
but the audience i attended this movie with just had some good chuckles at clinton's walk-ons . 
the much-discussed tension between science and religion in this movie is not particularly insightful to those who have already gone through this course though it is helpful to those in the audience who have not . 
also , the near-final scene , in a senate judiciary hearing room is disappointing . 
contact is a fitting memorial to the memory of carl sagan , science popularizer , and sometime pedantic gadfly of the halls of academe . 
perhaps now , sagan can be said to be with his dragons of eden . 
"
